ID,EMPRESA_JUNIOR,FED,CLUSTER,FATURAMENTO,PORCENTAGEM_MEMBROS,N_PROJETOS,ACOES_COMPARTILHADAS,PARTICIPACAO,NPS,PROJETOS_IMPACTO
542,Serra Jr. Engenharia,RioJunior,1,12000,100,7,2,50,38,7
817,Quality Alimentos Jr.,Goiás Júnior,1,5000,52,8,1,37,1,1
113,IME júnior,RioJunior,4,120000,90,48,2,35,80,39
167,All Pharma Júnior,FEJESP,1,10000,70,12,2,33,1,6
1087,Epq Jr.,FEJEPAR,1,16000,76,8,1,50,60,5
422,Tecsys Jr.,FEJECE,3,71500,80,36,8,40,15,6
1086,Criative Jr.,FEJEPAR,1,12000,70,24,1,70,33,8
369,RETEC jr,FEJECE,2,22000,50,10,2,35,21,3
25,Level 5,Goiás Júnior,1,20000,75,12,5,70,25,3
397,Projetar Empresa Júnior de Desenho Industrial,FEJERS,1,15000,80,16,2,80,14,3
857,Cacto Comunicação,FEJEPAR,1,1800,60,6,1,43,35,3
408,Mandala Soluções em Engenharia Ambiental,FEJERS,2,48000,70,10,1,40,15,4
107,CEANUT,FEJERS,3,39127.86,95,85,1,76,50,43
774,Ibmex,FEJEMG,5,241000,82,40,3,55,80,32
187,Nortear Jr. Engenharia,FEJEA,3,38900,80,30,1,82,1,7
824,CAJ - Consultoria Agropecuária Júnior,FEJEPAR,1,5500,77,17,1,40,50,17
859,BioTech Consultoria,FEJEPE,1,5000,48,8,1,75,70,6
216,PUC Consultoria Jr.,FEJEMG,3,64409,73,19,1,33,9,2
1021,Sinc,FEJERS,1,25000,75,11,4,70,20,3
349,Empresa Júnior Unicap,FEJEPE,4,135000,75,70,4,85,50,35
826,Intacto Soluções Ambientais,FEJEPAR,1,32000,60,12,1,70,32,4
126,ECONOMICA,FEJESP,3,86364.65,75,16,1,74,37,6
854,Conflor Júnior,FEJESP,2,60000,75,35,2,50,1,1
80,Projetos Consultoria Integrada,Concentro,4,116255.22,72,60,3,70,5,3
56,UNIFEI JUNIOR,FEJEMG,5,110431.27,75,27,2,43,50,14
730,ACTUS Soluções e Consultoria,FEJEPAR,1,14760,70,23,1,50,79,19
328,Quanttum Empresa Júnior,FEJEPAR,1,16000,50,10,1,68,21,3
300,ECOFLOR - Consultoria Florestal,Concentro,1,25000,100,20,3,80,95,19
132,RPjr,FEJESP,2,16900,75,15,4,33,13,3
235,Granbery Consultoria,FEJEMG,2,25394.4,80,15,5,50,50,8
53,ADM Consult,RN Júnior,5,326000,95,73,5,60,90,66
220,Perfil Consultoria Jr.,FEJEMG,1,7000,75,17,1,36,50,9
825,Maris - Empresa Júnior de Oceanografia,FEJEPAR,1,20000,50,3,1,33,3,1
186,EnAção Consultoria Jr,Goiás Júnior,1,12723.7,80,12,2,36,30,4
550,ENGENHE JR,UNIJr-BA,2,68000,69,50,4,33,50,25
433,Alimentares Consultorias & Soluções,Juniores,1,3295,75,16,2,35,50,8
217,ATP Jr.: Consultoria em Bioprocessos ,FEJEMG,1,10000,60,13,3,45,50,7
275,Socius - Consultoria Júnior em Ciências Sociais,Concentro,1,16285,49,9,1,43,24,3
197,Altaflora Jr,Pará Júnior,2,30000,0,16,0,0,0,0
283,Terra Júnior Consultoria Agropecuária,FEJEMG,3,70000,70,115,3,100,50,60
258,Otimiza Consultoria Jr,UNIJr-BA,4,81523.08,75,35,3,100,70,25
364,Diferencial Jr,FEJECE,3,50000,100,18,5,33,27,5
1034,AgroVale Júnior,FEMTEJ,1,1200,50,2,1,33,1,1
806,Petra Jr.,FEJERS,1,8000,75,6,1,33,50,3
403,Patamar Consultoria E.J.,RioJunior,4,62625.77,75,21,2,33,2,2
172,ESATI ,FEJESC,1,12000,50,12,2,40,25,4
771,iDealize Júnior,FEJESC,2,13959,100,17,2,60,57,11
322,EMPEA Consultoria,FEJEPAR,3,33000,100,30,4,100,60,20
178,Locus Iuris,FEJESC,5,130000,75,180,15,70,50,90
141,Ínteri Júnior - Associação Empresa Junior de Relações Internacionais - UFGD,FEJEMS,2,22707.23,60,20,3,80,35,8
884,Automatiza Júnior ,FEJERS,2,28902.95,35,12,2,56,1,1
617,Empresa Junior Batuque,FEJEA,4,50000,75,60,8,80,1,6
554,h7 - Engenharia Mecânica,FEJEPAR,1,11910,80,12,2,90,50,8
394,Conpec,FEJESP,3,97000,53,24,1,65,50,12
410,Farmácia Jr Consultoria UFMG,FEJEMG,1,4360,59,8,1,45,80,8
1016,Expand Jr. - Consultoria Internacional,RioJunior,2,30000,71,20,4,55,70,14
72,EJCM,RioJunior,3,80000,94,16,8,95,45,10
948,Legado Consultoria Júnior,RioJunior,2,15000,75,30,3,33,50,15
65,IDEAS - Projetos e Soluções Corporativas,Juniores,4,51000,62,20,1,80,40,8
428,AGROBIO Consultoria júnior,FEJEMG,2,5000,86,30,1,70,80,24
436,AEROJR. Consultoria e Capacitação,FEJEMG,1,23000,100,12,2,80,60,8
720,ArtCom Jr,FEJESP,1,0,0,0,0,0,0,0
1241,Tesla Engenharia,Tocantins Júnior,1,0,0,0,0,0,0,0
1102,Automic - Empresa Júnior de Controle e Automação da Universidade Federal de Ouro Preto,FEJEMG,1,10601.76,60,9,3,50,55,5
1103,Trifase Engenharia Júnior,RN Júnior,1,13500,41,14,2,40,50,7
1107,ESALQ Júnior Florestal,FEJESP,1,12000,75,6,2,50,1,1
612,Agrológica,FEJESP,1,25000,60,22,1,57,1,2
597,PIXEL,FEJESC,2,12000,75,9,2,50,50,5
1018,EcoLógica Jr.,FEJERS,3,40000,54,10,1,74,22,10
1023,BIOMAS,FEJESP,1,582,73,4,1,83,1,1
702,Fucape Jr,Juniores,2,72802.87,100,25,2,78,50,13
1024,CiBi Jr. - Empresa Júnior de Ciências Biológicas,FEJESP,1,3000,80,10,1,33,8,1
1029,IAG Júnior,FEJESP,1,13000,80,3,2,80,60,3
475,Midas Consultoria Júnior ,RioJunior,1,0,0,0,0,0,0,0
1027,ECAP Jr - Empresa de Consultoria Agropecuária Junior,FEJESP,2,18060,75,18,1,33,1,1
54,JRS Consultoria,FEJEA,5,200000,75,50,5,75,50,25
409,Co.De - Comunicação e Design Jr ESPM-Sul,FEJERS,1,0,0,0,0,0,0,0
467,Alternativa Junior ,FEJERS,1,0,0,0,0,0,0,0
212,VIA Jr Consultoria e Projetos,FEJEMG,2,33150,75,42,1,33,50,21
1047,Robótica Jr,FEJEMG,2,35000,70,21,1,33,25,15
1244,F5 Junior - Consultoria Internacional,FEJERS,1,7000,45,7,2,40,26,2
1045,Dharma Jr Consultoria Ambiental,FEJEMG,2,30589.55,75,8,1,80,75,6
268,Terapêutica Jr.,Concentro,1,10000,70,10,1,50,58,6
1145,Sinergia Engenharia,Tocantins Júnior,1,10000,35,8,8,40,25,3
1048,EJEET - Consultoria e Projetos em Engenharia Elétrica,FEJEMG,2,21000,70,14,3,60,50,7
1056,Biomedic Júnior,RN Júnior,1,9000,60,10,2,34,55,6
1058,ACCONT EMPRESA JÚNIOR,FEJECE,4,40000,80,80,4,80,90,72
195,Consultoria e Projetos Elétricos Júnior,FEJEMG,4,162200,69,44,11,85,50,22
1059,BioLógica Jr.,Juniores,1,2000,100,10,2,100,21,4
1057,Verbalize Empresa Júnior,FEJEMG,1,11437.5,27,11,1,33,1,1
1060,ProPartners,Goiás Júnior,1,5000,75,12,2,47,50,9
1065,EJ BRAVA,FEJEMS,1,2562.5,66,4,1,60,50,2
1066,Container Digital Júnior,FEJECE,1,18000,70,20,2,80,50,10
686,THÊMIS,FEJEMS,1,8000,100,23,1,50,8,8
777,ENGETEC-ENGENHARIA JÚNIOR ,UNIJr-BA,1,20000,50,30,2,50,30,9
1068,TMC INTERNATIONAL (TRADE & MANAGEMENT CONSULTING),FEJEAP,1,9600,100,12,1,40,8,8
1098,Eixo Público ,FEJESP,1,8500,65,8,1,33,37,3
1112,Nutri Jr. USP,FEJESP,1,26134.07,100,52,2,33,2,3
1061,Acens,FEJECE,1,14000,90,10,4,60,70,7
816,Mata Branca Jr.,FEJECE,1,3500,75,5,2,40,30,2
699,EJENUTRI - Empresa Júnior dos Estudantes de Nutrição,FEJESP,2,18804,75,80,3,60,2,2
52,Porte Empresa Júnior,FEJEMG,5,500000,75,130,4,80,80,110
1070,PROENGE Empresa Júnior,Goiás Júnior,1,7000,80,4,1,45,33,2
1115,IO Júnior Consultoria e Educação Ambiental,FEJESP,1,15000,100,7,1,75,1,1
1232,SetApp,FEJEMG,2,43580,90,20,3,70,70,14
1079,AgriTec Consultoria Agronômica,Roraima Júnior,1,2000,0,15,0,0,0,0
1080,PETROJr.,FEJESC,1,4120,55,4,1,55,3,2
727,CONSEJ - Consultoria Jurídica Júnior,RN Júnior,3,36000,85,60,3,65,50,30
1114,Ecoflorestal Jr. Empresa Consultoria Florestal ,FEJESP,2,38217.39,75,10,1,33,1,1
1073,Integra Consultoria Júnior,FEJEAP,1,5000,0,5,0,0,0,0
1082,ProSigma Jr,FEJEA,1,12600,75,12,5,33,1,5
1069,EASY Jr - Soluções Ambientais ,SERJÚNIOR,1,2500,80,5,4,80,60,5
1072,CONEQ - Consultoria Engenheria Química,FEJESC,1,15000,75,4,2,60,40,2
1161,ACONT - ASSESSORIA E CONSULTORIA CONTÁBIL,RN Júnior,2,28000,100,357,2,60,60,215
1076,Robótica Tucuju Enterprise,FEJEAP,1,500,72,8,1,80,75,6
571,CATALISA - Soluções em Engenharia Química,FEJERS,3,80041.34,78,17,2,77,5,1
634,Galo Jr. Comunicação,FEJESC,2,10935,27,15,1,33,1,1
1093,Ecomp,FEJEPAR,1,17000,52,8,3,50,80,7
766,AZ Consultoria,Baré Júnior,1,10000,60,13,2,60,40,6
1110,Concrete,RN Júnior,1,33000,77,45,3,60,45,21
1106,Constru Soluções em Engenharia,FEJEMG,1,30000,85,20,5,68,50,10
12,INOVA EJ,FEJECE,5,274000,73,50,4,70,50,25
1094,Diferencial EJ,FEJEMG,2,23000,90,15,2,43,54,9
482,VetJr,FEJEMG,2,18000,80,26,2,33,50,13
1096,PQ Júnior - Projetos e Consultoria,FEJEMG,2,12000,64,15,2,45,45,7
1099,Cenagri Jr.,FEJESP,1,20000,27,20,3,33,60,12
1091,TENORIS,FEJEPAR,1,20000,65,20,2,50,10,2
1083,Tática Jr,Juniores,1,5000,45,10,3,60,80,9
1108,Bioprox Júnior,FEJESP,1,16000,60,15,2,33,1,1
791,Arco - Consultoria em Arquitetura e Design,Baré Júnior,2,14600,100,24,10,53,60,15
1062,Lógica Consultoria,Concentro,1,4000,50,20,1,50,15,10
1020,Quimlabor Jr.,FEJERS,1,12500,80,12,3,80,18,3
516,Prisma Consultoria e Serviços em Engenharia,FEJEPE,4,100000,85,60,4,100,40,25
1033,META JUNIOR,FEJESP,1,8163,90,7,1,53,1,1
726,Otimiza ,FEJEPAR,3,33000,55,33,2,50,52,18
450,UFAC Florestal Júnior,Acre Júnior,1,3000,100,3,2,70,10,3
1113,OTIMIZA EMPRESA JUNIOR,FEJESP,1,2000,50,3,1,33,50,2
127,Empresa Junior Mackenzie Consultoria,FEJESP,5,470338.7,65,44,2,35,80,36
338,AgroJr. Consultoria ,FEJEPAR,1,0,0,0,0,0,0,0
223,CECCO Consultoria Contábil,FEJEMG,3,27916.85,75,170,1,33,39,67
395,Ambiental Jr.,FEJEMG,1,0,0,0,0,0,0,0
834,StartUP! Engenharia,FEJESP,1,5700,43,7,2,35,35,3
103,EJUCS,FEJERS,1,56000,50,36,1,70,14,12
1134,Conecta Jr.,FEJEMS,1,8000,80,8,2,70,50,4
1084,Prosseq Jr,Pará Júnior,1,18000,50,20,3,52,50,10
1143,Canindé Design Empresa Júnior,Goiás Júnior,1,5000,50,15,3,33,12,6
1137,Agrosertão Jr,SERJÚNIOR,1,10000,70,10,1,60,50,5
1140,MAJ - Mecatrônica e Automação Júnior,FEJESC,1,20000,75,5,2,70,85,5
1139,Astrodatum,Concentro,1,1500,60,20,2,33,20,4
616,COLTECH,Baré Júnior,3,43000,70,36,2,90,35,13
1124,Esamb,FEJEMG,1,10000,75,40,2,80,75,30
1142,Projete JR,FEJESC,1,13000,77,15,1,50,13,3
1144,Luminus Jr.,UNIJr-BA,1,20000,45,20,1,33,50,10
88,Ejcad Consultoria,Juniores,2,60000,90,20,2,70,90,18
895,Cromo Consultoria,FEJEPAR,1,50000,60,20,1,38,60,12
1081,Flua Consultoria Ambiental,Concentro,1,25000,80,15,5,70,63,15
1141,Eumeca - Empresa Júnior de Engenharia Mecatrônica,FEJESC,1,10000,75,10,5,70,60,6
1168,STARTEQ Engenharia,SERJÚNIOR,1,20000,60,25,1,33,50,13
1159,AlQualis Júnior,RioJunior,5,298592,27,20,3,100,1,5
205,Konvex Consultoria,FEJESC,2,32000,65,16,2,44,1,9
755,Engloba Consultoria,RioJunior,2,19872.4,85,17,2,50,50,9
1146,NutrESul Jr,Juniores,1,3500,75,15,4,90,2,1
1148,ADCONT JR,Pará Júnior,1,10000,0,10,0,0,0,0
1136,Apetite,FEJEMS,1,3500,70,10,1,60,50,5
1151,Unijus,FEJECE,1,10000,50,20,2,50,5,5
701,Carajás Jr - Serviços e Consultoria Mineral e Ambiental ,Pará Júnior,1,7000,27,4,1,33,50,2
1165,InFocus Jr,Pará Júnior,1,2500,0,4,0,0,0,0
125,ITA Júnior,FEJESP,3,138901.5,60,15,3,60,46,7
1154,CEOS - Empresa Jr. da Computação UFC,FEJECE,1,18200,75,9,3,60,50,5
1155,Contiesrsa,Piauí Júnior,1,1000,30,20,1,50,1,1
1030,EMPRESA JÚNIOR ARAGUAIA XINGU (EJAX - Consultoria Agropecuária),FEMTEJ,1,5000,95,5,1,33,41,3
1162,ENGAJA - Engenharia de Alimentos Júnior Assessoria,PB Júnior,2,38000,76,25,5,60,51,13
1153,Konsili Jr,Pará Júnior,1,6000,50,12,1,33,65,8
1157,Chronos Jr.,Pará Júnior,1,3000,0,3,0,0,0,0
130,Biotec Júnior,FEJESP,3,35100,75,25,1,33,1,1
1160,Aurea,RioJunior,1,8500,50,12,1,40,1,2
1158,LEVE Consultoria e Gestão de Projetos,RioJunior,1,20437.04,75,10,2,52,1,1
1166,PETR-AM ,Baré Júnior,1,9000,70,16,4,75,15,4
1038,CONCRETA - Soluções em Engenharia,FEJEMG,2,30000,100,50,2,50,13,7
1192,Melius Empresa Junior ,FEJEMG,2,10000,80,12,2,35,50,8
1194,Alfa Pública Consultoria Júnior em Gestão,FEJEMG,1,310000,100,8,2,75,50,4
1149,CORAq - Consultoria em Recursos Aquáticos,FEJECE,2,18000,94,23,1,45,50,12
750,Engercon Jr,FEJECE,2,30000,80,25,2,60,15,5
476,NovaMente - E.J. de Psicologia da UFMA,Maranhão Júnior,1,12831.63,92,8,1,73,50,4
1169,StartHub,Baré Júnior,1,20000,100,12,4,50,60,8
1170,iModa Jr ,FEJESC,1,3500,53,5,1,50,1,1
605,Edifica Soluções,FEJECE,1,6000,67,10,1,70,1,1
366,Metal Soluções Jr,FEJECE,1,15000,60,10,1,43,70,8
1175,Hórus Júnior - Assessoria Contábil,FEJERS,2,44936.8,75,12,2,80,18,6
1172,Pharmazon Jr.,Baré Júnior,1,5000,50,15,1,50,20,6
1116,CSB Júnior,FEJESP,1,8000,27,12,1,33,1,1
1173,Empresa Jr Analize - Assessoria Agropecuária,FEJESC,1,10000,75,24,5,70,50,12
1174,Atena Jr,FEJERS,1,15000,75,14,2,80,50,7
915,Economontes Empresa Junior,FEJEMG,2,20000,75,8,1,41,26,3
1171,EJIFAR - Empresa Júnior Integrada de Farmácia,FEJESC,1,6000,75,10,2,40,21,3
599,Xisto Jr. Consultoria,RioJunior,2,50224.29,76,45,3,75,55,25
168,EDIFICar Jr,FEJESP,2,29300,72,15,1,33,50,8
287,LEA Júnior Consultoria,UNIJr-BA,1,13311.88,75,30,2,74,8,6
553,Semear Consultoria,FEJEPAR,3,15000,27,12,1,70,25,7
944,Ampla Consultoria Jr.,FEJEMG,2,17529.2,90,13,3,67,95,13
407,TechVet Júnior,FEJERS,2,13178,75,10,3,75,21,3
749,Enfitec Júnior,FEJERS,1,29008.75,66,7,3,70,25,2
1181,ALPE Engenharia,RN Júnior,1,4800,85,6,1,33,50,3
1179,Pollaris Junior,Baré Júnior,2,20487.96,100,36,2,50,20,10
587,EEL Júnior,FEJESP,2,40000,75,25,1,70,70,20
590,SIGMAX - Soluções Empresariais,FEJEMS,3,40000,82,20,3,60,50,10
1180,Actuar Consult Júnior,RN Júnior,1,10000,75,9,2,77,50,5
1152,Sinapse Júnior - Consultoria e Soluções,Juniores,2,6275,100,10,2,60,2,1
1203,Voltech Projetos e Consultoria Junior,PB Júnior,1,10000,75,8,1,33,10,1
883,GDI Júnior,Juniores,2,16000,27,20,2,33,10,2
748,Novare Consultoria ,Baré Júnior,3,61800,100,14,2,75,70,10
902,Delfos,FEJEPAR,2,24000,80,10,3,50,50,5
1182,Equip Consultoria,FEJEMG,1,10235,100,13,2,55,17,3
1183,Atrium Engenharia Júnior,FEJESC,1,20000,60,6,2,33,50,3
1185,59mil,RN Júnior,3,46000,77,27,8,63,50,14
543,CATI Jr.,FEJESP,4,80000,80,5,2,75,50,3
341,Inovar Eco Empresa Júnior,Maranhão Júnior,1,0,0,0,0,0,0,0
625,Marisma Empresa Júnior de Oceanografia,Maranhão Júnior,1,0,0,0,0,0,0,0
627,Psiworks,Maranhão Júnior,S/N,0,0,0,0,0,0,0
775,Jurídica Júnior Consultoria Jurídica,FEJEMG,2,24640,100,40,1,45,7,3
1186,Lamp Empresa Júnior de Engenharia Elétrica,FEJESC,1,10000,80,10,2,50,4,4
457,Cia Júnior Consultoria,UNIJr-BA,1,18000,51,14,1,33,15,3
1190,Vianna Consultoria Júnior ,FEJEMG,2,13000,100,12,2,60,46,8
1193,Voluta Soluções Digitais,FEJEMG,1,7039,59,7,2,52,30,3
324,Staff Consultoria ,FEJEPAR,2,26000,80,18,1,33,35,7
1195,Pilares Consultoria Junior de Engenharia Civil,PB Júnior,2,25000,100,22,2,80,1,1
1204,Otimize Consultoria,PB Júnior,2,60000,60,35,4,82,50,30
1200,Polimerize,FEJEMG,1,40000,60,18,1,90,55,10
1205,EcapJr,FEJEMG,3,7100,100,100,5,40,8,8
1207,EP Consultoria Júnior,FEJEMG,1,10000,80,10,1,50,22,4
1206,LS Consultoria Júnior,FEJESP,2,25000,63,10,1,58,1,1
1210,ProHidro Jr.,FEJEMG,2,28000,100,28,4,90,9,6
1211,EJCOMP - Empresa Júnior de Ciência da Computação,FEJESP,2,17000,65,7,1,33,1,1
1212,Atmos Júnior,FEJESP,1,2000,41,17,1,33,1,1
423,UFLA Júnior Consultoria Administrativa,FEJEMG,4,91000,80,32,3,65,41,23
626,VALOR Empresa Junior,Maranhão Júnior,1,4000,27,5,1,33,1,1
176,i9 CONSULTORIA,FEJESC,5,150000,80,53,2,33,35,21
690,Marketing Júnior USP,FEJESP,4,145000,85,35,3,80,40,14
326,Dinâmica Consultoria,FEJEPAR,5,300000,80,70,1,85,95,67
464,PROJEC,FEJESP,4,220000,90,30,3,60,60,18
733,Seed a Bit Tecnologia,FEJEPE,1,14000,52,7,1,80,50,4
700,Pirâmides Topografia e Projetos,RN Júnior,2,24177.76,80,12,2,40,50,6
317,Estratégica Empresa Júnior de Administração da UFMA,Maranhão Júnior,1,7161.75,100,10,1,66,1,1
864,LabQI Jr. - Consultoria e Análises físico-químicas,Juniores,1,2660,60,16,2,55,50,8
1049,QuímEJ  - Empresa Júnior de Soluções em Química,FEJEMG,1,10300,100,20,3,80,70,14
1178,Pacta,Concentro,1,5000,50,15,2,50,50,8
78,Agrha Consultoria,RioJunior,2,32000,75,15,1,70,14,5
823,Massarani Consultoria Júnior em Engenharia Química,FEJEPAR,1,4000,73,5,1,67,1,1
1026,Ramo da Terra Empresa Junior,FEJESP,1,6231.32,60,25,1,57,1,1
596,Renova Jr.,FEJERS,1,30000,70,15,1,60,30,8
455,Sênior Consultoria Ambiental,FEJEMG,1,850,80,5,2,59,50,11
1127,EMC,FEJESP,1,3600,32,3,1,40,1,1
234,GeoMaps Consultoria,FEJECE,1,25000,75,32,5,33,20,16
39,EMAS Jr. Consultoria,FEJEMG,5,160000,70,90,5,75,50,45
85,CJA - Consultores Juniores Associados/Ufes,Juniores,5,250000,75,35,3,70,1,1
470,Empresa Júnior Meta Consultoria,RioJunior,4,183285.12,66,75,2,33,92,69
90,CT Junior,Juniores,5,150000,75,40,3,60,50,20
822,E3J - Empresa Júnior de Engenharia Elétrica,Pará Júnior,1,8500,93,30,3,40,5,3
209,Campe Consultoria Jr,FEJEMG,5,211000,90,40,5,60,80,36
945,EPAV JR,FEMTEJ,1,1000,50,3,1,50,1,1
694,Argos Engenharia Júnior,Goiás Júnior,1,3275,41,5,2,33,50,3
159,CIPPAL Engenharias Agrárias,Goiás Júnior,4,75000,67,24,2,60,8,2
573,Impact,FEJECE,1,10000,95,10,1,70,50,5
259,Campic Consultoria Jr.,FEJEMG,1,8500,100,12,1,58,18,3
192,Strategos Consultoria Política Jr.,Concentro,3,123000,75,20,1,43,20,4
1257,VALETUR,FEMTEJ,1,0,0,0,0,0,0,0
434,EJE - Empresa Júnior de Estatística,FEJESP,2,17800,75,30,2,33,35,11
472,C2E - Empresa Júnior de Consultoria em Engenharia Elétrica,FEJESC,4,70000,64,30,5,33,50,15
828,Vetor Jr. ,FEJEA,2,13600,75,17,1,80,1,1
635,InovEQ,FEJESC,1,6500,70,7,1,50,40,3
499,Maximize - Soluções em Biotecnologia,PB Júnior,1,7000,80,41,3,80,50,23
570,Eali Consultoria Junior em Engenharia de Alimentos,FEJERS,4,90000,92,40,4,80,80,32
931,CERF - Soluções Tecnológicas,PB Júnior,1,20000,51,9,3,50,65,6
735,Eleven Jr.,PB Júnior,1,700,51,8,1,43,26,3
1197,Eagle - Soluções Inteligentes de Sistemas e Computação,PB Júnior,1,18000,70,12,3,33,30,8
874,TEQInova - Tecnologia Engenharia Química e Inovação,PB Júnior,1,8000,52,8,2,43,25,5
290,João Pinheiro Jr.,FEJEMG,2,65000,63,8,1,70,50,4